tweet_id,sentiment,content
1960915698,1,"Now Hugh Laurie mentioned follows @ stephenfry twitter , thousands idiots think ( @ hughlaurie ) . IDIOTS !"
1960941755,3,@ allureonfire I 'm lookin @ news gon na b warm enough beach
1960942322,2,tryin fall asleep work ...
1960942535,3,". @ jkmodels I missed party ... must forgive pleassse , feel bad .."
1960942720,2,My wife lost sprint blackberry 8330 bike ride AM . Anyone extra BB laying around ? retweet
1960942815,2,@ QueenBofMakeup I need post I n't time tour ........... Apologies supporters .
1960942961,3,Its payday ! Yay ! For good . Bills bills bills .... I 'm broke already
1960943129,2,@ jvfriedman ca n't ! need work overtime project lunchtime . Sorry !
1960943778,3,So tired . Work today .
1960945108,3,"ok , turn twitter device updates get new battery . phone goes fully charged dead 5 hours"
1960945109,3,high cholesterol
1960945171,0,"@ garageglamorous I agree , 'Paparazzi ' waz amazing vid , I luved , felt bad cuz waz leaked & amp ; I watched"
1960945588,0,Whoop ! I got prom date today ! Who knew ? Ha-ha ! But I ca n't tell .
1960945637,3,Headed verizon . Praying pinkberry going make .
1960945895,3,Back salt mine one day work week . So much .
1960946030,3,"I pee ( fucking coffee ) sooo long break time . 77 letters ... write , write .. oh , used ."
1960947143,3,LOL ! That bank told time .
1960947310,3,@ The_Vegetable 2
1960947935,2,"So , I conjunctivitis left eye . Is sign something ? What I wrong deserve ? LOL I 'm dying people !"
1960948458,2,disappointed cadbury chocolate blocks got smaller
1960948502,3,@ hollsh I want come
1960948752,3,I 'm nauseous I need yogurt something ..
1960949042,2,Hicks mean !
1960949147,2,I miss baby
1960949174,0,@ conorp YES ! ! ! one final party better make good one ! ! much mpre stuff got go ?
1960949231,2,@ myhaloromance My camera brokennn
1960949980,3,I know I ever wanted know extinction frogs
1960950354,2,@ hippyofdoom I n't even get chance shop @ Aldi !
1960950408,2,@ bunburyette Come online ! I need someone talk
1960950654,2,@ Jenfidel Thanks I decided give old HQ go account . Scoundrels
1960952273,3,I wan na leave 2nd period * cryy *
1960952405,3,Really nice outside ... I 'm stuck work
1960952709,3,Gardening stuff I ordered got returned sender damage need work get garden centre .
1960953292,3,@ chrisrcook Since demise Woolworths n't easy find reasonably priced pick n mix anywhere
1960953382,3,thinks lamb chops would really nice right ... maybe sushi mmm .. maybe ice lolly cos damn hot ! ! !
1960953552,2,My back killing . Stupid softball
1960953719,3,@ DanKalbacher It wo n't EVER happen ... I feel like I let team
1960953774,0,tired want play random songs gitwar drama essay .
1960953863,3,"@ KarenEJones -dont know u herd queensland havin bad floods weather , want help cant"
1960953932,2,"Again , I 'm stuck traffic jams ... Somewhat starting situation every day . That 's sad , really"
1960954086,2,Irony : Inventor Ford Mustang ca n't keep car http : //tinyurl.com/lpmvtk via @ JeffHolton :
1960954150,3,@ geskoi Sorry hear .
1960954462,1,Fallen love enter shikari . Might go walk lady later . @ work though
1960956506,3,Was meant go play cricket ca n't get lift I 'm stuck home watching Apprentice lovely day http : //ff.im/-3niD8
1960956592,2,@ morethanfine I wish could make quick trip LA July I miss LA
1960956755,2,@ THE_WOCKEEZ @ DonnieWahlberg Do n't wan na miss ANY shows ... guys kick ! Sad say ... plane shop ...
1960957039,3,My car died morning . On top everything happened yesterday . Whoever put hex please let know I wrong ?
1960957412,2,Conference call arranged 4.30pm today blew leaving early window
1960957557,3,@ freosan My dad bury six weeks ago . She became I left college fourteen years ago . Long time kitty .
1960957685,3,Gon na go see sister Mount Sinai .... 's least another 24 hours .
1960958148,2,@ AyeshaM13 bored class . I wan na go home .
1960991329,3,"Well , dog still n't shelter . I hope someone good"
1960991455,3,@ felipemercado still angry ?
1960991910,3,@ seth_cohen I lost . Please help find good home .
1960992526,3,plan spend money going well
1960992660,2,@ Subville ... snuggles back ...... everyones telling get ... ive 15 years x
1960992673,3,@ tommcfly We 're running things tweet . Wish could get reply ! Come Philippines ? TWEEET !
1960993074,2,Why hurt ? Does bring joy see cry ? You know I love anything yet u break heart everyday !
1960993116,2,"My feet killing , I 've walked miles search art shop ... n't seem like Ealing one"
1960993456,2,RIP officer Edwards . May GOD continue bless family . What 's wit cops killing cops . Seen thing happen & quot ; The WIRE & quot ; .
1960994630,0,@ darrynstorm hey hey .. 'm finishing 10th june
1960994974,3,"@ JackieTheGreat first love picture , PICTURE whore . & amp ; boyfriend ? ? ? JACKIE . FML . WHY HAVE N'T YOU EMBRACED THE PHONE & amp ;"
1960995163,2,I want see Drag Me Hell . But I get feeling none friends go w/
1960996603,3,feel like crap right one month school left FML HARD
1960997014,3,Dangling belly rings bad investment ... cutest ones ALWAYS pop
1960997125,3,@ 143presents What time close today ? Is last day today tmr ? I may shed tear
1960997217,3,@ HeadHardHat Sorry read layoff . I 'll keep thoughts .
1960997569,2,@ agoodeye I soooo disapoointed I could n't make I next time ! Glad productive .
1960998303,3,@ snipeyhead 's confuse
1960998360,3,@ _supernatural_ http : //twitpic.com/66l83 - I really miss .
1960998624,3,would rather bride last minute wedding stuff instead stuck behind desk 5 . Someday ...
1960998783,3,Sometimes hurts pets cant talk back us . What pain . How would tell us .
1960999015,3,@ ameeface What 's wrong ?
1960999059,2,zero thomas ?
1960999082,2,@ frazzel It would n't let download cos said I 'm UK . I little cry .
1960999108,3,got hurt helping grandad cut hedge . & amp ; swear spiders D : erugh xx
1960999459,2,Ahhh I 'm engulfed shooooes . Who told buy maany damn shoes
1961000574,3,apple-mouse n't work shiny red coffee table ...
1961000839,3,Learned lesson hard way . Lost USB stick backup month old
1961001719,2,@ hummingbird604 yeah tough times ..
1961002230,3,'s almost june 'm bundled nasty ass weather ! want lay sun patio near roses
1961002419,3,@ HubUK wow thats impressive ! luckily im rush feel friends n't getting younger cant move house tricky
1961002550,0,I finished @ Melzer 's Zombie Chronicles days ago . It bittersweet . Now I need something new gym
1961002608,3,"@ tommcfly My eyes starting hurt . So late . But must reach 200 updates due tweets sent youuuu ! Philippines tour , pleeease ?"
1961002683,3,MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF ! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO
1961002924,2,Another day jury duty .
1961002981,3,"@ JaredDouglas 'm still awake , coulnd't go back sleep"
1961004008,3,"Sitting work , waiting day . It always Fridays take forever . Wish weekend would get already ."
1961004322,3,"@ natdcook hey , honey bear ! Do n't goooooooo puhleeezeee .."
1961004747,0,"@ joycecherrier Awww . Do n't mean sound like overgrown age 37 baby , I 'm still stick . Not bad yesterday , still bad ."
1961004993,3,@ kevinwilliams yeah I guess makes sad though becase disc scratched !
1961005154,3,got woken early AGAIN I kinda wana chill today 's much !
1961005387,3,toothache
1961006011,3,Feeling sick stomach today
1961006236,2,upset see carys donna go today miss hugely already ! ! ! ( Yes ok like 3 hours ) haaa .. waaaah
1961033533,3,I woke morning thinking Saturday
1961033974,0,park slope brooklyn working bust photoshoot . exciting ! & amp ; fever ! tonsils size golfballs
1961033997,3,@ KMON3Y LOL well girls didnt ! ! ! And girl made tip lady put boobies face
1961034440,3,Marina sware God 'll never end studying French till 2 o'clock night EVER AGAIN ... much drama ... sooo sleepy
1961034908,3,@ JackieKessler sad face .
1961035128,3,5 hours go football
1961035176,3,need serious cheering
1961035277,1,"Not feeling 2day , left glasses peace unity ."
1961035467,2,sitting home wishing didnt work today . ask still work
1961035670,0,@ jami_hirsch : Thanks follow ! Wish I 9-5 ! plan open shoppe TC economy turns .
1961035785,2,"I close entering Pogue 's book today & quot ; World according twitter & quot ; , yet I seem far. ! ! ! ! ! ! ! ! ! ! ! !"
1961036047,2,On road . I miss traveling traveling partner
1961036296,3,"@ KingsOfLeon_Grl excited , although train going delayed"
1961036974,3,sad day * Lakers please make happy W
1961037030,3,"No school , . This time cuz im sick ."
1961037196,3,I need bigger mp3 player ... even pains say
1961037729,3,@ humbug83 Aaaaw ! Are windows open ?
1961038485,2,wish could go meet middle tomorrow .
1961038591,3,@ vegangirlzrock I finally figured ! I felt bad canc . group wanted take meds nothing . Back still hurts .
1961039196,3,super stressed !
1961039457,3,sad go work cuz 's TermiNeda 's last day ... little monkey 's last day
1961039630,0,TGIF ! ! Its GORGEOUS day Reno today . And I 'm stuck inside .
1961039828,3,Rickroll 'd iTunes shuffle
1961042428,0,@ emILLyschwindt thanks lady .... bummer sure .
1961042793,3,My student walked balling . She witnessed dog getting hit street . I n't know cheer .
1961043012,2,@ GatorsNow feelings hurt
1961043388,3,missing much . work ca n't spend time get paid lol
1961043874,2,Oh man .... fiance got work I start mine 1 hour .... fair .....
1961044058,3,"waiting minami , london cobra . 'm going miss loads"
1961044166,3,want car back .
1961044326,3,@ MelanieDawn Forgot traffic Heading Foxford Mayo lovely Pontoon tomorrow
1961044331,3,"Woke .. Walked room , bug flew eye"
1961044357,3,And I wanted us leave 12:45 1 p.m. showing ( staff retreat mini )
1961045023,3,Turned alarm morning I thought Saturday . Had rush get ready work def Saturday # FAIL
1961045980,2,@ Lizzidoll I wish I va
1961047014,3,My puppys feeling good today
1961047237,3,Has anyone else woken one day felt like acquired near sightedness night ? Everything blurry sudden .
1961047643,2,"@ MikeandBobShow Awww , n't nice ."
1961048868,2,Frank UPS ' last day today ... sad see go best delivery guy EVER ! Hope new guy NOT fucktard ...
1961049287,2,@ jacobmaestas I n't think I 'll ever one
1961049367,3,"@ MargaretEnright YES ! ! I made sign noticed missing Sunday ! So far , luck ... It 's Unlucky Japanese Cat ..."
1961049897,3,sucks !
1961050336,2,@ wethehunter sun florida .. 's rainy cloudy .
1961050712,2,sad dad dies hakuna matana means worries ...
1961054790,3,normal masseusse fully massage buttocks ? I swear quarter inch medical exam ..
1961055909,3,@ athoob lens 70mm I could n't
1961055921,3,Got appt . w/ doctor 4pm today look & quot ; bites & quot ; . Hoping n't infection . I need powerful anti-itch cream .
1961057667,3,Did n't sleep good last night . Woke another bellyache 's wrong meeeeeee .
1961057973,1,@ ArtOfCarbo Surely knew hand ? A good book hand held essential . Just PSPs unless charger .
1961059010,2,@ _supernatural_ http : //twitpic.com/6695k - Awwww poor boys ! * cries * So sad ..
1961059140,2,@ andyjih Yep ... sadly I 10 min meeting !
1961060202,3,"Ouch , back . Man I 'm sick"
1961060527,3,No theatre next year stupid schedules !
1961060657,3,@ MaXXXimumMyra I lost . Please help find good home .
1961062061,0,"class , trying listen I really like twitter , facebook , . & amp ; myspace oh yeaaah . & amp ; I 'm hungry !"
1961062763,3,My shirt fuzz magnet today I feel totally uncomfortable
1961062876,3,Art History Quiz ... I n't study
1961063064,3,"@ CharPower I gave cable tough economic times . either cable shoes , know cable lost"
1961063160,2,@ ohitsbigron Dang ... IS disappointing
1961063179,0,"Wicked , DVB-S tuner card arrived . Although sure I 'll able get set ready FA Cup final tomorrow"
1961063765,2,"TGIF. , .. wish saying applied , work Saturdays"
1961063918,3,@ ameliapontes getting sat afternoon I think . No costume yet womp wompppppp
1961064369,3,@ Petrolhead159 Unfortunately I n't see spreading poo
1961064710,3,"Woo , Hulu Desktop ! My poor Mac kinda struggling though , poor little Core Duo ca n't keep"
1961065210,3,matters heart complicated ?
1961065590,3,"Words barely describe shitty I feel morning . Work , driving Madison play Discotech . Driving alone"
1961065657,2,damn miss bf
1961066655,3,@ elizabite I 'm sorry . I n't understand people expect everyone react things & quot ; poise & quot ;
1961067231,3,@ carolkoh Sorry hear Carol .
1961067685,2,@ THE_WOCKEEZ I 'm missin u guys day ! ! Ill b tomorrow butttt see u june 18th blockkkkk ! ! ! !
1961067694,3,@ CheeHsien IT WAS JAM ALL OVER THE ISLAND ! Till I 'm havin migraine !
1961068393,3,I 've gotten cold every time I 've flown somewhere 6+ hrs away past year . Hope back pool/on bike next week .
1961069198,3,@ craftyasparagus And .. 's raining
1961070489,3,@ EFCuttin r u spinning Hookah R.I.P . ?
1961070938,3,@ socilover awww ... busy day ! I get Big Mac ass outta ... Work beckons I 'll talk later .
1961072029,3,"@ gonepie thats doting husbands LOL ! ! I hope braces go , I eat normally"
1961072701,2,"@ anomalei Well , I 'm glad I 'm one ! Mine 's bad I 'm resort pulling old hairband disguises ..."
1961078747,3,Have slight headache
1961079740,3,"@ zzwhitejd decide sprain ? mine bothering , never checked"
1961079833,3,stuck home b/c mom sick haz moniez
1961080294,3,@ crapsticks make better robbed 1m .
1961080590,3,@ mikebugout Nooooo ! Working weekend
1961080702,0,"Up em ... got big To Do List today , hubby work But weekend going us ... I think !"
1961080989,0,@ katiesol It re-entered brain orbit thanks watching Ryan Reynolds mugging away & quot ; Just Friends & quot ; recently
1961081158,2,I 'm going stop tweeting LSAT studying .
1961081207,2,"@ glamorousamanda I wish could pole , got space maybe throw furniture get pole"
1961081257,2,I going without @ brandinmusic ? ! SKYPE ! haha
1961081604,2,"I miss Jeep Now I bum ride dreaded , horrid Walmart . Boo ."
1961081867,2,Damn fallout 3 hard game
1961082009,3,one cat 's sick
1961083074,2,@ LiamJHayter Chroma Key coolness ... When cumulus seminars going online could n't see live feed
1961083346,2,@ freecitysoul film n't come camera broken . lamesauce .
1961083677,2,"@ lifeasiceyit Yessum . We 'll see year goes ... maybe I head back Oct , rates go . I wanted go bday"
1961084039,2,I think I 'm break heart . ( emo sounds ) ... meh .
1961084925,2,dammit cant watch stadium music
1961085029,0,"Just got nasty argument someone I normally like much . She n't forgive well , either"
1961086177,1,@ kweenie Are Galbladia Garden ? That shit hard .
1961086432,2,Laying bed sore snuggeling domino ... I n't wan na work today
1961086765,2,@ Jo_Saunders09 haha lol going ? ... I n't really lol .. I 've hobbit .. n mums like keep revisin beck
1961087162,1,"@ tommcfly Would love guys toured , really ! Philippines tour ?"
1961087370,2,It 's raining I ca n't go jogging ... I house gym ...
1961088409,2,thought I going fun day
1961088852,0,@ dreamobscene I know feel Have lovely relaxing weekend !
1961089041,2,Felt one tooth without braces bracket . I got soooo hype
1961090291,3,I 'm disgusted assumptions regarding happened Harlem last night 100 % correct without reading story first .
1961090638,3,@ AshyLBowz - OH FOA REAL. ? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON . TOO MANY DIFF STORYS N STUFF HEY . WISH HE NEVA DID IT !
1961091131,3,"My poor wife . I 'm laid another 6 hours doctors orders , ca n't much dealing screaming baby"
1961091768,0,"@ LizzieCoulter oh dear . ( I 'm sorry , laughed )"
1961092018,0,@ aidadoll thinks 's gangsterrr ass n't even fit G Unit . & amp ; I know : | ) ) ) ) )
1961092033,2,phyllis hyman unsung story SAD
1961092179,3,"dear @ LincolnT ) stop snoring b ) move middle bed , please ."
1961092699,3,Moving makes sore . Dunno gon na make ! Its getting close !
1961092708,3,"MicroEconomics project ihate subject & amp ; beside english ILETS exam tomorrow , waaa , HELP ! !"
1961093004,3,shoes hurt feet
1961093070,3,Loving warm weather ... get rain please ? ! water bill going bad
1961093718,2,work HUGE headache
1961093731,0,This anthem right .... n't leave high dry . ? http : //blip.fm/~79fcr
1961094015,2,feel like shit
1961094361,2,@ maximillian62 Oh dear ... 's ... disturbing . The coffee connoisseur died little .
1961096130,0,@ _Enigma__ OMG dao n't tell watched twilight enuff know ! !
1961096542,3,@ linkdupont yeah That bad ....
1961097495,2,Got people n't let skip sci pratical becos skola impt dont waste parents money . Nt fair .
1961098016,0,Woot . interview ! went awsome ! I n't get talk Mr. Johnny thought ... oh well I still really good !
1961098214,2,knees sore physio
1961098284,3,"I hate put toddler disposable , rash needs ointment . I hate rash even worse ."
1961100573,2,My coffee got cold blah !
1961100980,2,lost phone .
1961101312,2,Why Does She Keep Trying To Hurt Me ? Are n't The Tears I 've Cried In The Past Few Months Enough ?
1961101498,2,always sunny days ca n't possible outside . life get
1961101542,3,".. Get Over On His Mom & amp ; Now I Feel Horrible , He Must Think I . That 's Not What I Meant . Just Thought It 'd Be Better Than The Brunt ."
1961101555,3,@ AraTheCoach . Really I look like boy ! ! ! I need someone hair !
1961102273,3,14 days slow internet
1961102284,1,OMGoodness back school soon FUN !
1961102764,3,@ tommcfly Will seeing McFly Philippines soon ?
1961102802,2,"@ _katieedwards I ca n't yet back , I 've run texts ! I 'll ring laters xoxo"
1961102863,3,Tired headache like sunshine
1961102942,2,@ ingek73 I 'm blip ca n't get work iPhone
1961103202,2,Got people n't let skip sci pratical becos skola impt waste parents money . Nt fair .
1961103935,3,died KP .. gon na upgrade spells first heading back ... # eq2
1961104796,0,Finally way home
1961104874,0,"crap . break & quot ; work weekend & quot ; rule much overloaded work . aargh , hate !"
1961105300,3,"YM , meebo & amp ; ebuddy really hate us @ kuhrabbyPATTY @ whatsuppp @ ashpolicarpio @ cheyennelaxa @ piaatrinidad"
1961105327,3,I 'm going miss seniors much ! Do n't goo !
1961105420,3,Poor Nicole absolutely DESTROYED cell phone
1961105835,3,"I time three shifts row . I woke 840 work 's 9. five minutes late , ugh ! -_-"
1961106094,3,@ djknucklehead im listening people saying eww current frog disection poor froggy .
1961106261,2,Awww sunthings wrong w/ ubertwitter last nite .
1961106527,2,sell Medieval trading pavillion ... v sad
1961107355,3,I REALLY gone Chiropractor week . . And today neck hurts bad
1961107438,2,Ordered new computer ! Unfortunately wo n't get end June .
1961107627,2,Two dozen roses sent overnight delivered morning . Just found recipient town ! ! Sad
1961107660,1,Do n't hate 're left one slice bread left bag ? Half sandwich .
1961108083,0,I get drive dad airport fly Vegas WSOP ... I wan na go Vegas ...
1961108117,3,.. holidays soo boring ..
1961108255,2,Ewww printed new I.d badge thingie 4 work n eww picture . I took many n ugly
1961108587,0,say goodbye @ karenbrady @ agneslikaite two best interns Elevate ever
1961109405,3,Is wondering ankle ever stop hurting
1961109695,3,I guess soul searching time since I 'm home alone & amp ; one 's talking
1961110682,2,@ godiegogo12 well atm anyway 'm managing cos musical talent ps horrible thing say bout rove
1961118935,3,"This really hurts . And really sucks . I n't know I fix , seriously ."
1961119393,3,I forgot put sunblock getting car
1961119643,3,@ waynooooo I always hope die see old ones makes sad
1961120105,3,I n't go gym today I feel bad
1961120517,3,guessed leg havent healed old injuries still run though kick ball ! haha . sometimes fell sharp pain
1961121339,2,@ mileycyrus yeah isnï¿½t prom germany although school almost everywhere ! ?
1961121784,3,PayPal hates . It refuses let verify account .
1961121802,3,least 30 bug bites legs
1961122392,3,commies finest : youtube blogger blocked china . updates us china . GREAT WALL CONQUERED
1961123841,2,@ JinxCat I failing cooking lately makin sad . Duno cook less army . I need practice flour tortillas .
1961124103,3,@ MGGubler Sounds painful Sorry got hurt .. And may I ask happen ?
1961124830,2,I need get back daily tweeting . This hiatus sucks What also sucks GSN interrupting shows 're airing . & gt ; _ & lt ;
1961125160,2,god opened clouds said hate josh
1961125331,3,@ frenchiep Hi frenchie * - * 'll ... later : p
1961125428,3,@ kdc well go peace corps prospects .
1961126623,3,@ Lipstick_kiss I ca n't find YouTube concert versions .... HELP ! ! !
1961127283,1,@ mommyto6kids oh great .
1961127452,3,Forgot much hate pizza delivery manalapan marlboro scum
1961127684,2,@ autismvox 're
1961128309,2,"omfg , head"
1961128587,2,My job sucks ! ! !
1961129154,2,@ jodywhitesides So sorry I missed !
1961129234,3,I think I might like Twiterfon better Tweetie . Recent upgrades Twiterfon great ! None Tweetie
1961129258,0,@ tiyephoenix I DJ 2 gigs 6/20 . bk hh fest please keep posted live dates
1961129332,2,Busy day ! No time tweet Bmore 's happening weekend ?
1961130007,3,@ brookstuh I good enough
1961130541,2,missss friends plav time long day work hahah
1961131652,2,tired ..
1961131655,3,Michael Porter haunting . Ugh . The five forces . But I n't remember 9 strategies competitive advantage .
1961132008,2,@ judez_xo pretty took like hour CAN I DO URSSSSS !
1961132614,2,@ ghostexecutive Bummer going try make it/ commitments I 'm afraid got way . Next time hopefully-
1961133338,2,tired sad
1961134229,0,looks like another sober weekend ahead ...
1961134327,3,@ Jonin60seconds tried edit page could n't add name pop list please !
1961134360,3,@ kathypak 's good
1961134407,2,@ Yurges loadsa shizze happend IM SO UPSET ..
1961134439,2,life suck ?
1961134870,1,@ Leikela4 glad nice . Gray skies rainy wisconsin .
1961135475,2,UGH ! Poor Beautiful Girl . Went new tires inspection sticker . Now 's $ 590 repair still tires .
1961136154,3,@ Jerome117 careless vocals .
1961136350,2,"FreeSat 's coverage ( Sky dish ) really , really bad moment , blocks place , really annoying !"
1961136418,3,Irritated I send emails receive !
1961136541,2,My computer died
1961136545,2,Conference call HP . They gave invalid pass code I ca n't attend
1961136714,2,@ DaneFiori The thought splitting estate depressing course ! ( KIDDING ! ) I n't like thought parents dying
1961136959,2,@ Flickie I 'm dead bored . also dead poor ! Student life piss take !
1961138211,2,Massive headache
1961138810,3,My head 's THUMPING .
1961138990,3,"I hate Fallout 3 keeps making jump , I 'm also low health , money , ammo food n't worry I 'll get ."
1961139081,2,So annoyed I missed Mitch Benn @ Lemon Tree . damn What 's On !
1961140229,2,oh ! I crashed ball pump
1961140237,3,@ ll217 true ... never like @ CDO_Bambu never
1961140852,1,"oh noes , puma hoodie coming apart love thing !"
1961141324,2,"Wish garden could bbq tonight ... might set lounge bbq type thing , 'll work . # fridayfirehazzard"
1961141509,3,sad day ... told students last year ... lot crying since ..
1961141962,3,"Slovakian country side refreshing change compared tarmac cars , I city boy need tarmac"
1961141985,2,@ brittanytastic aww 's horrible ! xD
1961142222,3,@ penbleth Do n't leave forever ! We 'll miss much
1961143292,2,OH . I tired .
1961144522,3,"I thought I safe INJECTIONS today , find Mom one 'll inject vaccine . HELP !"
1961144936,2,My poor phone nekkid without cover .
1961145133,3,"According @ momsrising , quarter families six live poverty ."
1961145802,3,@ badlady Think prize end . So sorry hear though .
1961146111,1,realy wanted go cause nice everybodys busy
1961146319,3,Do n't hate craving something eat go get end DISAPPOINTED ? Ugh .....
1961146939,3,@ lauralalahh I 'm sorry ! ! I hope 's ok xxx
1961147296,3,"I 'm always little sad see followers I really like , decide unfollow ."
1961147686,1,@ claireyjonesy mines curly atm want mine straight lmao
1961147782,2,Well thats . Exam failed bsc gone
1961148438,2,"@ ecorazzi Grrr , people suck . I cry animals die nature shows . These people sick . No hunting endangered species !"
1961148813,3,ARCHIE ANDREWS WHAT WERE YOU THINKING ? ! veronica ?
1961149131,3,Have hardly worked last two weeks losing weight . Fear I 'm losing muscle ! ! Just made doc . appt . injured foot
1961149372,3,I saw load ambulances & amp ; police cars & amp ; car smashed roof lying road . : & quot ; ( 's 1 man dead 4 sure . .
1961150307,3,"According @ momsrising , quarter families children six live poverty ."
1961150946,2,"@ AnnieAreYouOhK No , 's annoying makes us girls follow sports knowledgable look dumb"
1961150985,3,@ jimmiefisher 'm hard time using hulu u heard anyone problems uses windows vista ?
1961151022,3,@ inoverflow I need cancel appt 1 home from1-5 washing machine repair man I ? So sorry
1961151360,1,Awww boys beards ? I LIKED THEIR MANLY MAN-NESS [ via @ zepinklady ] # asylm
1961151552,3,@ JeanetteBern Sorry JJ missed post I 'll make sure next time .
1961151572,3,half class called retarded hurt real
1961151587,3,Yay playing show tonight ! Boo 's gon na soggy I 'm work right playing
1961151596,3,RIP Omar Edwards - Killed friendly fire NYC http : //bit.ly/jrM6v
1961151822,0,@ DJClicheDarknes I n't good homemade flour tortilla ages .
1961151838,3,know im wrong .. give one chance sEnti .. : ]
1961152358,3,@ aidadoll LMAAAOOOOO horrible . Poor thing
1961152815,2,Everything annoying today
1961154424,3,"@ DermotCarmody cheers mate , still getting Wednesday You ok ? You , incredibly wealthy man"
1961154539,3,hateeee history rock !
1961154556,3,hand hurts
1961170661,2,@ Alice286 lucky girl ! ! ! I work day tomorrow ! maybe even Monday ! !
1961170718,3,Kinda bummed I 'm gon na miss @ mrosenbaum711 's return BG . Now I 'll never know 's like make love @ james_gunn .
1961170758,3,@ handlewithcare Awww mate . 's shitter
1961170786,3,@ JamAndHoney never arrived . wait Monday
1961171097,2,I need cheering
1961171317,3,Ugh I 'm sleepy I think I 'm still kinda sick
1961171334,3,Venus Williams horrible day office
1961171858,2,soo tired .. still kinda angry missed concert
1961172068,2,Stupid competition stuff keeps getting way But I going get words today kills @ heather_writes
1961172504,2,leaving get angry teethed pulled ....
1961172647,3,Wasabi recovering surgery http : //apps.facebook.com/dogbook/profile/view/6121231
1961172825,1,"@ tommcfly It 's 12AM ! @ buonotomato , @ bluejeriberry I still , sending much tweets ! Philippines tour please ?"
1961173273,2,@ Disney_Dreaming ? ! miley 's gon na quit hannah montana ? ... n't wan na believe !
1961173423,3,"Waiting sun come back ! School called , Joey sore throat I WANT SUMMER ! ! .. make lunch . LOVE TO ALLLLLLLLLLLLL !"
1961174279,2,@ Nisher Yeah yeah ? How heck anyway ? Sastch year ? I bail lack expenses
1961174373,3,Oh boy going loooooong day
1961174382,3,"1 goal , Gila ! ! But last game milan . Dillematic 4"
1961174460,3,Guess I 'll running little bit . Accidentally fell asleep
1961174815,0,"Ok , I 'm going outside ... wish playing basketball oh well ..."
1961174990,3,@ IconsRobg My Denny 's shut winter . I 50 miles get one .
1961175068,2,crying real tears
1961175165,2,No launch today . Teacher changed plans watched stupid move tesla
1961175640,1,Countdown launch ! June 2nd oh temptingly close ... If lovely puter n't faaaaar away
1961175771,2,blow torch broken REAL bummer
1961176044,2,@ Spiffums I n't near .
1961176385,3,"So yeah , things n't going well . I 'm getting feel like I n't felt long , long time ."
1961176908,3,"getting ready , waiting cor , picking josh , movies & amp ; dinner - trailer perhaps ? baccck work tomorrow"
1961176992,3,forgot lunch one else ordering stuff boooooo !
1961178192,3,Hmm ... new sports catalog card jitsu updates appearing
1961178216,3,"Soo tired , could n't get enough sleep"
1961178243,3,"On monday , wont able ! love"
1961178280,3,Going home ... sore # eyes
1961178410,3,@ SheGotItSheBadd 've normal ppl consider night . problem going sleep nightmares waking .
1961178411,3,"day planing work , havent ...... leave everything last minuet ..."
1961178854,2,My TI89 died . I n't know .
1961178861,2,So sad I 'm going miss seeing Pennywise year
1961179173,3,one estate agents next door caught singing along wham
1961179186,0,@ Sak_Pase I guess u like den .. My hair cut short .. lol
1961179513,1,@ ChrisandCal Thats soooo pretty . Mine havnt flowered years
1961180535,3,"@ nickcres ive tried , nothing worked . dont think 's bothered * sigh *"
1961181284,3,@ THE_WOCKEEZ wish go . But 'm US
1961181483,1,@ tommcfly I need watch Star Trek
1961182531,0,@ Spitphyre well good luck # twpp hours time think way home fun !
1961182875,3,@ chriss_yst u burnt sorry back front burnt ?
1961183293,2,@ thejiggerjames .. Can party tonight jig
1961184197,3,"@ AFCEAHelen If I end working DC , GMU & quot ; short list & quot ; Masters No . 2 . Started Sys Eng program 90 's ; never finished ."
1961184291,3,Trying get work done happy work situation
1961184782,2,Hates moving
1961185508,2,"sooooo , dropped phone . n't text tweet , 'm currently banging face spike covered poison ivy infested wall ."
1961186643,2,Missin boo
1961186910,3,Sitting decking reading psychology notes ipod dog . It 's far warm
1961187726,2,Murray got broken
1961188006,3,"@ northernpest DID YOU GO ? good , center parcs else went ! ? xxxxxxx"
1961188370,3,UNC budget cuts may rise 18 % http : //tinyurl.com/mdm5tp
1961188382,2,"enjoying yummy salad , missing avocado 's happens husband grocery shop ."
1961188464,1,really want go nets
1961188627,0,"[ stapler haiku ] Whar Night ! Woo Hoo ! Yeah ! / A beautiful night party ! / Oops , I 'm stapler ..."
1961189638,3,I killed dill plant . Why happen dill ? It great suddenly 's dead . http : //tinyurl.com/mlh4f5
1961190580,3,"Traded iPod brother ` cellphone . My phone died , e"
1961190858,3,It 's 82 degrees gorgeous .. And I 'm stuck library I midterm 2 hours .. lame ! !
1961190913,2,@ roxeecruz ur linky worky
1961191095,3,Sad leaving soon
1961191716,3,I feel like shit cause I couldnt sleep last night went sleep 320 n bk 6 soooo tired ! ! !
1961192464,3,"@ PochaccoYoly well , I took early '00 , graduated '01 . final stage guinea pigs seriously waste time ."
1961192897,2,listening Mendeed discog . I still think disbanding loss . # metal
1961194220,2,My friends mocking weekend ! @ JamesPMacDonald talking ?
